55,9784566839601, 37,412052154541
55,9734139755888, 37,4114513397217
55,9681784685823, 37,3995208740234
55,9763916543007, 37,3988342285156
55,9719250502776, 37,3968601226807
55,9713967081667, 37,3968601226807
55,9682265039768, 37,3940277099609
55,9725014152604, 37,38844871521
55,9666893417735, 37,3986625671387
55,9726455051645, 37,40647315979
55,9699557384637, 37,4173736572266
55,9665932671082, 37,4099063873291
55,9726935350132, 37,4127388000488
55,9705321327852, 37,4077606201172
55,9677941832793, 37,4183177947998
55,9764877046365, 37,4306774139404
55,9745186250801, 37,4232959747314
55,976967952738, 37,4195194244385
55,9740383465685, 37,4324798583984
55,9720691423283, 37,4345397949219
55,976967952738, 37,4443244934082
55,9797052530608, 37,4470710754395
55,9814339745059, 37,4432945251465
55,9746146800669, 37,4490451812744
55,9784086612666, 37,4495601654053
55,9757192952717, 37,4403762817383
55,9734620044835, 37,4417495727539
55,9810018013888, 37,4338531494141
55,9798973370373, 37,4389171600342
55,9783126157009, 37,435998916626
55,9808577426099, 37,4293041229248
55,98359476765, 37,434024810791
55,982538394975, 37,4260425567627
55,978120523854, 37,4242401123047
55,9796092107148, 37,4278450012207
55,981193878926, 37,4199485778809
55,9792730606257, 37,4184894561768
55,9746146800669, 37,4203777313232
55,970964422891, 37,4290466308594
55,9747587620998, 37,4263000488281
55,9713967081667, 37,4233818054199
55,9738942618522, 37,4189186096191
55,9771120260057, 37,408275604248
55,9763916543007, 37,4097347259521
55,9754311378245, 37,4038124084473
